dateTimeStamp,TC_gaze,TC_exposure_only
2023-09-25 13:25:50,0,1
2023-09-25 13:25:52,0,1
2023-09-25 13:25:54,0,1
2023-09-25 13:25:56,0,1
2023-09-25 13:25:58,0,1
2023-09-25 13:26:00,0,1
2023-09-25 13:26:02,0,1
2023-09-25 13:26:04,0,1
2023-09-25 13:26:06,0,1
2023-09-25 13:26:08,0,1
2023-09-25 13:26:10,0,1
2023-09-25 13:26:12,0,1
2023-09-25 13:26:14,0,1
2023-09-25 13:26:16,0,1
2023-09-25 13:26:18,0,1
2023-09-25 13:26:20,0,1
2023-09-25 13:26:22,0,1
2023-09-25 13:26:24,0,1
2023-09-25 13:26:26,0,1
2023-09-25 13:26:28,0,1
2023-09-25 13:26:30,0,1
2023-09-25 13:26:32,0,1
2023-09-25 13:26:34,0,1
2023-09-25 13:26:36,0,1
2023-09-25 13:26:38,0,1
2023-09-25 13:26:40,1,0
2023-09-25 13:26:42,0,1
2023-09-25 13:26:44,0,1
2023-09-25 13:26:46,1,0
2023-09-25 13:26:48,0,1
2023-09-25 13:26:50,0,1
2023-09-25 13:26:52,1,0
2023-09-25 13:26:54,1,0
2023-09-25 13:26:56,1,0
2023-09-25 13:26:58,1,0
2023-09-25 13:27:00,1,0
2023-09-25 13:27:02,0,1
2023-09-25 13:27:04,0,1
2023-09-25 13:27:06,0,1
