date TimeStamp frameNum numFaces tcPresent phi theta sigma rot. top left bottom right tag
2023-09-25 13:39:32.745634 069747 3 1 0.08897149 -0.15123433 0.0298957 0.0 276 250 313 281 Gaze-det
2023-09-25 13:39:34.707602 069806 3 1 0.044063188 -0.14482677 0.032681484 0.0 277 250 314 282 Gaze-det
2023-09-25 13:39:36.673276 069865 3 1 0.053971533 -0.20626129 0.036971316 -3.90049374238189 276 251 314 284 Gaze-det
2023-09-25 13:39:38.639039 069924 3 1 -0.006486207 -0.30724424 0.039705083 -9.03948280335512 285 248 322 283 Gaze-det
2023-09-25 13:39:40.605020 069983 3 1 0.034706835 -0.28633338 0.04082142 -12.804266065286752 286 248 322 283 Gaze-det
2023-09-25 13:39:46.499059 070160 2 0 None None None None None None None Gaze-no-det
2023-09-25 13:39:52.397037 070337 3 0 None None None None None None None Gaze-no-det
2023-09-25 13:39:42.557354 070042 3 1 -0.074221194 -0.46650577 0.056011736 -12.380756928807177 261 250 298 282 Gaze-det
2023-09-25 13:39:44.527550 070101 3 1 -0.15763943 -0.28866956 0.056898035 34.5085229876684 252 278 288 309 Gaze-det
2023-09-25 13:39:48.465637 070219 3 1 -0.8456466 -1.3971925 0.4239888 48.81407483429036 291 285 329 320 Gaze-det
2023-09-25 13:39:50.427624 070278 3 1 0.92470515 -0.5249339 0.06069639 14.743562836470735 295 263 329 295 Gaze-det
2023-09-25 13:39:54.359106 070396 3 1 -0.05931951 -0.37447622 0.06677346 -18.43494882292201 300 260 334 295 Gaze-det
2023-09-25 13:39:56.325060 070455 4 1 -0.1060299 -0.3839517 0.0666209 -7.765166018425333 300 259 333 293 Gaze-det
2023-09-25 13:39:58.290903 070514 3 1 0.014763041 -0.32369494 0.050633837 -12.528807709151511 297 256 332 291 Gaze-det
2023-09-25 13:40:00.257428 070573 3 1 0.06210892 -0.41451395 0.04895523 -12.528807709151511 297 256 331 291 Gaze-det
2023-09-25 13:40:02.218949 070632 4 1 0.041884903 -0.4416175 0.056749262 -12.528807709151511 298 256 332 291 Gaze-det
2023-09-25 13:40:04.185799 070691 3 1 -0.08456059 -0.33752105 0.057532124 -11.768288932020644 298 256 332 290 Gaze-det
2023-09-25 13:40:17.938884 071104 3 0 None None None None None None None Gaze-no-det
2023-09-25 13:40:19.910425 071163 3 0 None None None None None None None Gaze-no-det
2023-09-25 13:40:21.871862 071222 1 0 None None None None None None None Gaze-no-det
2023-09-25 13:40:23.841202 071281 2 0 None None None None None None None Gaze-no-det
2023-09-25 13:40:25.803345 071340 1 0 None None None None None None None Gaze-no-det
2023-09-25 13:40:06.144656 070750 3 1 -0.06854617 -0.4326394 0.0533341 -11.768288932020644 298 255 332 290 Gaze-det
2023-09-25 13:40:08.107985 070809 3 1 1.1759057 -0.3696492 0.084379554 25.20112364547507 294 255 328 287 Gaze-det
2023-09-25 13:40:10.085753 070868 3 1 1.6067756 -0.34252802 0.1883231 22.109448343751673 303 255 332 287 Gaze-det
2023-09-25 13:40:12.049160 070927 3 1 1.5345627 -0.1319276 0.11672945 22.109448343751673 303 255 332 287 Gaze-det
2023-09-25 13:40:14.011212 070986 3 1 1.7941988 -0.42382756 0.123037584 24.904768808095188 300 255 332 287 Gaze-det
2023-09-25 13:40:15.977268 071045 3 1 0.9384199 -0.6092798 0.17669229 10.954062643398334 258 266 293 292 Gaze-det
2023-09-25 13:40:27.769223 071399 2 1 -0.078295596 -0.16340716 0.032125566 -5.35582504285519 72 163 99 185 Gaze-det
2023-09-25 13:40:29.731146 071458 2 1 -0.9194751 -0.53100455 0.058522653 -6.84277341263094 75 153 104 174 Gaze-det
2023-09-25 13:40:31.697209 071517 3 1 -0.97801673 -0.50196075 0.06517218 -5.9061411137705 77 168 105 190 Gaze-det
2023-09-25 13:40:33.662954 071576 3 1 -0.89877146 -0.37134692 0.045519717 -6.115503566285407 78 165 107 187 Gaze-det
2023-09-25 13:40:35.618908 071635 3 1 -0.99423003 -0.5148127 0.06737112 -6.84277341263094 78 171 106 192 Gaze-det
2023-09-25 13:40:37.582202 071694 3 1 0.17103074 -0.74235874 0.08622228 -4.899092453787765 78 161 107 184 Gaze-det
2023-09-25 13:40:39.560883 071753 3 1 -1.0842918 -0.31878105 0.052353222 0.0 80 172 108 192 Gaze-det
2023-09-25 13:40:41.523039 071812 3 1 -0.9412914 -0.3800307 0.043092605 0.0 82 172 109 191 Gaze-det
2023-09-25 13:40:43.489072 071871 3 1 -1.1097413 -0.5621295 0.056891218 0.0 82 172 109 192 Gaze-det
2023-09-25 13:40:45.455169 071930 3 1 -0.12339768 -0.13788691 0.027700782 -5.35582504285519 77 162 105 185 Gaze-det
2023-09-25 13:40:47.420961 071989 3 1 -0.13261943 -0.20010349 0.040617675 -6.519801751656986 73 162 100 186 Gaze-det
2023-09-25 13:40:49.382896 072048 3 1 -1.078127 -0.34526232 0.043965694 0.0 74 168 102 190 Gaze-det
2023-09-25 13:40:51.349165 072107 3 1 -0.28495836 -0.5026572 0.04151061 -11.309932474020213 76 159 104 183 Gaze-det
2023-09-25 13:40:53.314915 072166 3 1 -0.04994663 -0.28827336 0.034985647 -9.727578551401603 75 159 104 183 Gaze-det
2023-09-25 13:40:55.270891 072225 3 1 -1.0970998 -0.43320203 0.043961212 -6.115503566285407 76 165 104 188 Gaze-det
2023-09-25 13:40:57.243180 072284 3 1 -1.1291281 -0.52790827 0.07551415 6.84277341263094 76 166 105 188 Gaze-det
2023-09-25 13:40:59.212876 072343 3 1 -1.0503439 -0.36214545 0.0405136 0.0 77 166 105 189 Gaze-det
