date TimeStamp frameNum numFaces tcPresent phi theta sigma rot. top left bottom right tag
2023-09-25 12:56:44.665699 009438 2 1 0.8659583 -0.73041123 0.09894406 0.0 99 417 119 432 Gaze-det
2023-09-25 12:56:46.663529 009468 2 1 0.9539153 -0.89999133 0.1031902 0.0 99 417 119 432 Gaze-det
2023-09-25 12:56:48.661595 009498 2 1 -0.16909626 -0.15723352 0.058099993 8.972626614896393 98 417 119 433 Gaze-det
2023-09-25 12:56:50.655540 009528 2 1 0.9062308 -1.0401845 0.11917109 0.0 99 417 119 432 Gaze-det
2023-09-25 12:56:52.647956 009558 2 1 1.0029892 -1.0149409 0.09470556 0.0 99 417 119 431 Gaze-det
2023-09-25 12:56:54.647852 009588 2 1 1.064299 -1.0258696 0.09008815 0.0 100 416 120 431 Gaze-det
2023-09-25 12:56:56.645522 009618 2 1 0.8760145 -0.90856194 0.099257015 0.0 99 417 120 431 Gaze-det
2023-09-25 12:56:58.639619 009648 2 1 -0.57773334 -0.042098667 0.037184656 0.0 97 420 118 438 Gaze-det
2023-09-25 12:57:00.637699 009678 2 1 -0.5502926 0.15621173 0.038348105 0.0 96 419 117 436 Gaze-det
2023-09-25 12:57:02.635842 009708 2 1 0.8731184 -0.37861806 0.06513773 0.0 97 417 117 432 Gaze-det
2023-09-25 12:57:04.633726 009738 2 1 0.9089709 -0.4526476 0.07154553 0.0 97 417 118 431 Gaze-det
2023-09-25 12:57:06.632671 009768 2 1 0.8714701 -0.5274625 0.06575283 0.0 97 417 119 431 Gaze-det
2023-09-25 12:57:08.625543 009798 2 1 0.22075313 -0.17985794 0.13711019 0.0 98 418 118 434 Gaze-det
2023-09-25 12:57:10.619852 009828 2 1 -0.033015173 -0.071977235 0.07414146 0.0 95 418 117 434 Gaze-det
2023-09-25 12:57:12.611852 009858 2 1 -0.076841526 -0.2698882 0.051572464 0.0 98 418 118 435 Gaze-det
2023-09-25 12:57:14.612088 009888 3 1 -0.12119385 -0.23792805 0.05431653 0.0 98 417 119 434 Gaze-det
2023-09-25 12:57:16.610031 009918 3 1 -0.15648067 -0.18060726 0.042233743 -7.765166018425333 99 418 120 435 Gaze-det
2023-09-25 12:57:18.604071 009948 3 1 0.59747726 -0.47135395 0.058822416 -6.84277341263094 99 417 120 435 Gaze-det
2023-09-25 12:57:20.593817 009978 3 1 -0.15644155 -0.22192733 0.042002276 -7.765166018425333 99 418 120 435 Gaze-det
2023-09-25 12:57:22.595681 010008 3 1 -0.23781365 -0.2890253 0.05097949 -6.84277341263094 99 417 120 435 Gaze-det
2023-09-25 12:57:24.597946 010038 3 1 -0.11194618 -0.13232769 0.042771842 -6.581944655178011 99 416 119 432 Gaze-det
2023-09-25 12:57:26.592116 010068 3 1 -0.22423252 -0.17651683 0.059369408 -7.765166018425333 99 415 119 432 Gaze-det
2023-09-25 12:57:28.589769 010098 3 1 -0.16085275 -0.20277606 0.045251485 -7.765166018425333 99 417 120 434 Gaze-det
2023-09-25 12:57:30.583849 010128 3 1 -0.11274721 -0.16802259 0.052071378 -6.581944655178011 99 417 120 434 Gaze-det
2023-09-25 12:57:32.577087 010158 3 1 -0.1354767 -0.2741354 0.06275365 -6.581944655178011 99 417 120 433 Gaze-det
2023-09-25 12:57:34.566014 010188 3 1 0.07761639 -0.32749146 0.044243068 6.115503566285407 96 426 117 443 Gaze-det
2023-09-25 12:57:36.573642 010218 2 1 -0.73506796 0.18821794 0.041326124 0.0 96 422 117 440 Gaze-det
2023-09-25 12:57:38.567621 010248 2 1 0.37316594 -0.4553824 0.10003537 0.0 96 419 117 436 Gaze-det
2023-09-25 12:57:40.566068 010278 2 1 -0.74772847 0.14166056 0.037211142 0.0 96 420 117 438 Gaze-det
2023-09-25 12:57:42.560148 010308 2 1 0.5231594 -0.59271187 0.086141385 0.0 99 417 119 433 Gaze-det
2023-09-25 12:57:44.558035 010338 2 1 0.57576734 -0.8265076 0.0885309 0.0 101 417 121 433 Gaze-det
2023-09-25 12:57:46.556832 010368 2 1 0.62678707 -0.7756743 0.08884313 0.0 101 417 121 432 Gaze-det
2023-09-25 12:57:48.553964 010398 2 1 1.0373166 -0.8857805 0.100881554 0.0 101 417 121 432 Gaze-det
2023-09-25 12:57:50.548237 010428 2 1 0.8906338 -0.7041896 0.10811446 0.0 99 418 120 433 Gaze-det
2023-09-25 12:57:52.540120 010458 2 1 -0.28476912 -0.28148237 0.048709515 -7.765166018425333 100 417 120 434 Gaze-det
2023-09-25 12:57:54.531380 010488 2 1 1.1242117 -1.0535274 0.13866019 -8.972626614896393 101 417 121 432 Gaze-det
2023-09-25 12:57:56.537537 010518 2 1 0.18639538 -0.11926029 0.09957645 36.86989764584402 97 416 117 429 Gaze-det
2023-09-25 12:57:58.531548 010548 2 1 0.77202845 0.111811616 0.117858954 23.19859051364819 97 415 118 429 Gaze-det
2023-09-25 12:58:00.529792 010578 2 1 0.8190317 -1.054639 0.13195361 0.0 98 417 119 432 Gaze-det
2023-09-25 12:58:02.526609 010608 2 1 0.82452923 -1.1131473 0.14924948 0.0 99 418 120 434 Gaze-det
2023-09-25 12:58:04.522900 010638 2 1 -0.1619433 -0.3088452 0.051074874 0.0 99 418 119 435 Gaze-det
2023-09-25 12:58:06.519616 010668 2 1 0.13605508 -0.44491625 0.069975585 0.0 99 418 119 435 Gaze-det
2023-09-25 12:58:08.517503 010698 2 1 -0.22583109 -0.6404382 0.08145674 0.0 98 422 119 441 Gaze-det
2023-09-25 12:58:10.382965 010737 2 1 0.8076591 -0.7361129 0.057127036 0.0 99 419 119 435 Gaze-det
2023-09-25 12:58:28.036676 011266 1 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:29.998414 011325 0 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:31.965148 011384 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:33.930572 011443 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:35.897310 011502 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:37.858803 011561 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:39.829350 011620 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:41.790539 011679 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:43.757971 011738 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:45.719044 011797 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:47.688692 011856 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:49.650632 011915 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:51.616654 011974 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:53.582992 012033 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:55.549160 012092 2 0 None None None None None None None Gaze-no-det
2023-09-25 12:58:57.510987 012151 2 0 None None None None None None None Gaze-no-det
