timestamp,TC_gaze,TC_exposure_only
2023-09-25 12:57:02,0.0,1.0
2023-09-25 12:57:07,1.0,0.0
2023-09-25 12:57:12,1.0,0.0
2023-09-25 12:57:17,1.0,0.0
2023-09-25 12:57:22,1.0,0.0
2023-09-25 12:57:27,1.0,0.0
2023-09-25 12:57:32,1.0,0.0
2023-09-25 12:57:37,0.0,1.0
2023-09-25 12:57:42,0.0,1.0
2023-09-25 12:57:47,0.0,1.0
2023-09-25 12:57:52,1.0,0.0
2023-09-25 12:57:57,0.0,1.0
2023-09-25 12:58:02,0.0,1.0
2023-09-25 12:58:07,0.0,1.0
2023-09-25 12:58:12,0.0,1.0
2023-09-25 12:58:17,0.0,1.0
2023-09-25 12:58:22,0.0,1.0
2023-09-25 12:58:27,0.0,0.0
2023-09-25 12:58:32,0.0,0.0
2023-09-25 12:58:37,0.0,0.0
2023-09-25 12:58:42,0.0,0.0
2023-09-25 12:58:47,0.0,0.0
2023-09-25 12:58:52,0.0,0.0
2023-09-25 12:58:57,0.0,0.0
2023-09-25 12:59:02,0.0,0.0
2023-09-25 12:59:07,0.0,0.0
2023-09-25 12:59:12,0.0,0.0
2023-09-25 12:59:17,0.0,0.0
2023-09-25 12:59:22,0.0,0.0
2023-09-25 12:59:27,0.0,0.0
2023-09-25 12:59:32,0.0,0.0
2023-09-25 12:59:37,0.0,0.0
2023-09-25 12:59:42,0.0,0.0
2023-09-25 12:59:47,0.0,0.0
2023-09-25 12:59:52,0.0,0.0
2023-09-25 12:59:57,0.0,0.0
2023-09-25 13:00:02,0.0,0.0
2023-09-25 13:00:07,0.0,0.0
2023-09-25 13:00:12,0.0,0.0
2023-09-25 13:00:17,0.0,0.0
2023-09-25 13:00:22,0.0,0.0
2023-09-25 13:00:27,0.0,0.0
2023-09-25 13:00:32,0.0,0.0
2023-09-25 13:00:37,0.0,0.0
2023-09-25 13:00:42,0.0,0.0
2023-09-25 13:00:47,0.0,0.0
2023-09-25 13:00:52,0.0,0.0
2023-09-25 13:00:57,0.0,0.0
2023-09-25 13:01:02,0.0,0.0
2023-09-25 13:01:07,0.0,0.0
2023-09-25 13:01:12,0.0,0.0
2023-09-25 13:01:17,0.0,0.0
2023-09-25 13:01:22,0.0,0.0
2023-09-25 13:01:27,0.0,0.0
2023-09-25 13:01:32,0.0,0.0
2023-09-25 13:01:37,0.0,0.0
2023-09-25 13:01:42,0.0,0.0
2023-09-25 13:01:47,0.0,0.0
2023-09-25 13:01:52,0.0,0.0
2023-09-25 13:01:57,0.0,0.0
2023-09-25 13:02:02,0.0,0.0
2023-09-25 13:02:07,0.0,0.0
2023-09-25 13:02:12,0.0,0.0
2023-09-25 13:02:17,1.0,0.0
2023-09-25 13:02:22,1.0,0.0
2023-09-25 13:02:27,0.0,1.0
2023-09-25 13:02:32,0.0,1.0
2023-09-25 13:02:37,0.0,1.0
2023-09-25 13:02:42,0.0,1.0
2023-09-25 13:02:47,0.0,1.0
2023-09-25 13:02:52,0.0,1.0
2023-09-25 13:02:57,0.0,1.0
2023-09-25 13:03:02,0.0,1.0
2023-09-25 13:03:07,0.0,1.0
2023-09-25 13:03:12,0.0,1.0
2023-09-25 13:03:17,0.0,1.0
2023-09-25 13:03:22,0.0,1.0
2023-09-25 13:03:27,1.0,0.0
2023-09-25 13:03:32,0.0,1.0
2023-09-25 13:03:37,0.0,1.0
2023-09-25 13:03:42,0.0,1.0
2023-09-25 13:03:47,0.0,1.0
2023-09-25 13:03:52,0.0,1.0
2023-09-25 13:03:57,0.0,1.0
2023-09-25 13:04:02,0.0,1.0
2023-09-25 13:04:07,1.0,0.0
2023-09-25 13:04:12,1.0,0.0
2023-09-25 13:04:17,1.0,0.0
2023-09-25 13:04:22,1.0,0.0
2023-09-25 13:04:27,0.0,1.0
2023-09-25 13:04:32,0.0,1.0
2023-09-25 13:04:37,1.0,0.0
2023-09-25 13:04:42,1.0,0.0
2023-09-25 13:04:47,1.0,0.0
2023-09-25 13:04:52,0.0,1.0
2023-09-25 13:04:57,0.0,1.0
2023-09-25 13:05:02,0.0,1.0
2023-09-25 13:05:07,0.0,1.0
2023-09-25 13:05:12,0.0,1.0
2023-09-25 13:05:17,0.0,1.0
2023-09-25 13:05:22,0.0,1.0
2023-09-25 13:05:27,0.0,1.0
2023-09-25 13:05:32,0.0,1.0
2023-09-25 13:05:37,0.0,1.0
2023-09-25 13:05:42,0.0,1.0
2023-09-25 13:05:47,0.0,1.0
2023-09-25 13:05:52,0.0,1.0
2023-09-25 13:05:57,0.0,1.0
2023-09-25 13:06:02,0.0,1.0
2023-09-25 13:06:07,0.0,1.0
2023-09-25 13:06:12,0.0,1.0
2023-09-25 13:06:17,0.0,1.0
2023-09-25 13:06:22,0.0,1.0
2023-09-25 13:06:27,0.0,1.0
2023-09-25 13:06:32,0.0,1.0
2023-09-25 13:06:37,0.0,1.0
2023-09-25 13:06:42,0.0,1.0
2023-09-25 13:06:47,0.0,1.0
2023-09-25 13:06:52,0.0,1.0
2023-09-25 13:06:57,0.0,1.0
2023-09-25 13:07:02,0.0,1.0
2023-09-25 13:07:07,0.0,1.0
2023-09-25 13:07:12,0.0,1.0
2023-09-25 13:07:17,0.0,1.0
2023-09-25 13:07:22,0.0,1.0
2023-09-25 13:07:27,0.0,1.0
2023-09-25 13:07:32,0.0,1.0
2023-09-25 13:07:37,0.0,1.0
2023-09-25 13:07:42,0.0,1.0
2023-09-25 13:07:47,0.0,1.0
2023-09-25 13:07:52,0.0,1.0
2023-09-25 13:07:57,0.0,1.0
2023-09-25 13:08:02,0.0,1.0
2023-09-25 13:08:07,0.0,1.0
2023-09-25 13:08:12,0.0,1.0
2023-09-25 13:08:17,0.0,1.0
2023-09-25 13:08:22,0.0,1.0
2023-09-25 13:08:27,0.0,1.0
2023-09-25 13:08:32,0.0,1.0
2023-09-25 13:08:37,0.0,1.0
2023-09-25 13:08:42,0.0,1.0
2023-09-25 13:08:47,0.0,1.0
2023-09-25 13:08:52,0.0,1.0
2023-09-25 13:08:57,0.0,1.0
2023-09-25 13:09:02,0.0,1.0
2023-09-25 13:09:07,0.0,1.0
2023-09-25 13:09:12,0.0,1.0
2023-09-25 13:09:17,0.0,1.0
2023-09-25 13:09:22,0.0,1.0
2023-09-25 13:09:27,0.0,1.0
2023-09-25 13:09:32,0.0,1.0
2023-09-25 13:09:37,0.0,1.0
2023-09-25 13:09:42,0.0,1.0
2023-09-25 13:09:47,0.0,1.0
2023-09-25 13:09:52,0.0,1.0
2023-09-25 13:09:57,0.0,1.0
2023-09-25 13:10:02,0.0,1.0
2023-09-25 13:10:07,0.0,1.0
2023-09-25 13:10:12,0.0,1.0
2023-09-25 13:10:17,0.0,1.0
2023-09-25 13:10:22,0.0,1.0
2023-09-25 13:10:27,0.0,1.0
2023-09-25 13:10:32,0.0,1.0
2023-09-25 13:10:37,0.0,1.0
2023-09-25 13:10:42,0.0,1.0
2023-09-25 13:10:47,0.0,1.0
2023-09-25 13:10:52,0.0,1.0
2023-09-25 13:10:57,0.0,1.0
2023-09-25 13:11:02,0.0,1.0
2023-09-25 13:11:07,0.0,1.0
2023-09-25 13:11:12,0.0,1.0
2023-09-25 13:11:17,0.0,1.0
2023-09-25 13:11:22,0.0,1.0
2023-09-25 13:11:27,0.0,1.0
2023-09-25 13:11:32,0.0,1.0
2023-09-25 13:11:37,0.0,1.0
2023-09-25 13:11:42,0.0,1.0
2023-09-25 13:11:47,0.0,1.0
2023-09-25 13:11:52,0.0,1.0
2023-09-25 13:11:57,0.0,1.0
2023-09-25 13:12:02,0.0,1.0
2023-09-25 13:12:07,0.0,1.0
2023-09-25 13:12:12,0.0,1.0
2023-09-25 13:12:17,0.0,1.0
2023-09-25 13:12:22,0.0,1.0
2023-09-25 13:12:27,0.0,1.0
2023-09-25 13:12:32,0.0,1.0
2023-09-25 13:12:37,0.0,1.0
2023-09-25 13:12:42,0.0,1.0
2023-09-25 13:12:47,0.0,1.0
2023-09-25 13:12:52,0.0,1.0
2023-09-25 13:12:57,0.0,1.0
2023-09-25 13:13:02,0.0,1.0
2023-09-25 13:13:07,0.0,1.0
2023-09-25 13:13:12,0.0,1.0
2023-09-25 13:13:17,0.0,1.0
2023-09-25 13:13:22,0.0,1.0
2023-09-25 13:13:27,0.0,1.0
2023-09-25 13:13:32,0.0,1.0
2023-09-25 13:13:37,0.0,1.0
2023-09-25 13:13:42,0.0,1.0
2023-09-25 13:13:47,0.0,1.0
2023-09-25 13:13:52,0.0,1.0
2023-09-25 13:13:57,0.0,1.0
2023-09-25 13:14:02,0.0,1.0
2023-09-25 13:14:07,0.0,1.0
2023-09-25 13:14:12,0.0,1.0
2023-09-25 13:14:17,0.0,1.0
2023-09-25 13:14:22,0.0,1.0
2023-09-25 13:14:27,0.0,1.0
2023-09-25 13:14:32,0.0,1.0
2023-09-25 13:14:37,0.0,1.0
2023-09-25 13:14:42,0.0,1.0
2023-09-25 13:14:47,0.0,1.0
2023-09-25 13:14:52,0.0,1.0
2023-09-25 13:14:57,0.0,1.0
2023-09-25 13:15:02,0.0,1.0
2023-09-25 13:15:07,0.0,1.0
2023-09-25 13:15:12,0.0,1.0
2023-09-25 13:15:17,0.0,1.0
2023-09-25 13:15:22,0.0,1.0
2023-09-25 13:15:27,0.0,1.0
2023-09-25 13:15:32,0.0,1.0
2023-09-25 13:15:37,0.0,1.0
2023-09-25 13:15:42,0.0,1.0
2023-09-25 13:15:47,0.0,1.0
2023-09-25 13:15:52,0.0,1.0
2023-09-25 13:15:57,0.0,1.0
2023-09-25 13:16:02,0.0,1.0
2023-09-25 13:16:07,0.0,1.0
2023-09-25 13:16:12,0.0,1.0
2023-09-25 13:16:17,0.0,1.0
2023-09-25 13:16:22,0.0,1.0
2023-09-25 13:16:27,0.0,1.0
2023-09-25 13:16:32,0.0,1.0
2023-09-25 13:16:37,0.0,1.0
2023-09-25 13:16:42,0.0,1.0
2023-09-25 13:16:47,0.0,1.0
2023-09-25 13:16:52,0.0,1.0
2023-09-25 13:16:57,0.0,1.0
2023-09-25 13:17:02,0.0,1.0
2023-09-25 13:17:07,0.0,1.0
2023-09-25 13:17:12,0.0,1.0
2023-09-25 13:17:17,0.0,1.0
2023-09-25 13:17:22,0.0,1.0
2023-09-25 13:17:27,0.0,1.0
2023-09-25 13:17:32,0.0,1.0
2023-09-25 13:17:37,1.0,0.0
2023-09-25 13:17:42,1.0,0.0
2023-09-25 13:17:47,0.0,1.0
2023-09-25 13:17:52,0.0,1.0
2023-09-25 13:17:57,0.0,1.0
2023-09-25 13:18:02,0.0,1.0
2023-09-25 13:18:07,0.0,1.0
2023-09-25 13:18:12,0.0,1.0
2023-09-25 13:18:17,0.0,1.0
2023-09-25 13:18:22,0.0,1.0
2023-09-25 13:18:27,0.0,1.0
2023-09-25 13:18:32,0.0,1.0
2023-09-25 13:18:37,0.0,1.0
2023-09-25 13:18:42,0.0,1.0
2023-09-25 13:18:47,0.0,1.0
2023-09-25 13:18:52,0.0,1.0
2023-09-25 13:18:57,0.0,1.0
2023-09-25 13:19:02,0.0,1.0
2023-09-25 13:19:07,0.0,1.0
2023-09-25 13:19:12,0.0,1.0
2023-09-25 13:19:17,0.0,1.0
2023-09-25 13:19:22,0.0,1.0
2023-09-25 13:19:27,0.0,1.0
2023-09-25 13:19:32,0.0,1.0
2023-09-25 13:19:37,0.0,1.0
2023-09-25 13:19:42,0.0,1.0
2023-09-25 13:19:47,0.0,1.0
2023-09-25 13:19:52,0.0,1.0
2023-09-25 13:19:57,0.0,1.0
2023-09-25 13:20:02,0.0,1.0
2023-09-25 13:20:07,0.0,1.0
2023-09-25 13:20:12,0.0,1.0
2023-09-25 13:20:17,0.0,1.0
2023-09-25 13:20:22,0.0,1.0
2023-09-25 13:20:27,0.0,1.0
2023-09-25 13:20:32,0.0,1.0
2023-09-25 13:20:37,0.0,1.0
2023-09-25 13:20:42,0.0,1.0
2023-09-25 13:20:47,0.0,1.0
2023-09-25 13:20:52,0.0,1.0
2023-09-25 13:20:57,0.0,1.0
2023-09-25 13:21:02,0.0,1.0
2023-09-25 13:21:07,0.0,1.0
2023-09-25 13:21:12,0.0,1.0
2023-09-25 13:21:17,0.0,1.0
2023-09-25 13:21:22,0.0,1.0
2023-09-25 13:21:27,0.0,1.0
2023-09-25 13:21:32,0.0,1.0
2023-09-25 13:21:37,0.0,1.0
2023-09-25 13:21:42,0.0,1.0
2023-09-25 13:21:47,0.0,1.0
2023-09-25 13:21:52,0.0,1.0
2023-09-25 13:21:57,0.0,1.0
2023-09-25 13:22:02,0.0,1.0
2023-09-25 13:22:07,0.0,1.0
2023-09-25 13:22:12,1.0,0.0
2023-09-25 13:22:17,0.0,1.0
2023-09-25 13:22:22,0.0,1.0
2023-09-25 13:22:27,0.0,1.0
2023-09-25 13:22:32,0.0,1.0
2023-09-25 13:22:37,0.0,1.0
2023-09-25 13:22:42,0.0,1.0
2023-09-25 13:22:47,0.0,1.0
2023-09-25 13:22:52,0.0,1.0
2023-09-25 13:22:57,0.0,1.0
2023-09-25 13:23:02,0.0,1.0
2023-09-25 13:23:07,0.0,1.0
2023-09-25 13:23:12,0.0,1.0
2023-09-25 13:23:17,0.0,1.0
2023-09-25 13:23:22,0.0,1.0
2023-09-25 13:23:27,0.0,1.0
2023-09-25 13:23:32,0.0,1.0
2023-09-25 13:23:37,0.0,1.0
2023-09-25 13:23:42,0.0,1.0
2023-09-25 13:23:47,0.0,1.0
2023-09-25 13:23:52,0.0,1.0
2023-09-25 13:23:57,0.0,1.0
2023-09-25 13:24:02,0.0,1.0
2023-09-25 13:24:07,0.0,1.0
2023-09-25 13:24:12,0.0,1.0
2023-09-25 13:24:17,0.0,1.0
2023-09-25 13:24:22,0.0,1.0
2023-09-25 13:24:27,0.0,1.0
2023-09-25 13:24:32,0.0,1.0
2023-09-25 13:24:37,0.0,1.0
2023-09-25 13:24:42,0.0,1.0
2023-09-25 13:24:47,0.0,1.0
2023-09-25 13:24:52,0.0,1.0
2023-09-25 13:24:57,0.0,1.0
2023-09-25 13:25:02,0.0,1.0
2023-09-25 13:25:07,0.0,1.0
2023-09-25 13:25:12,0.0,1.0
2023-09-25 13:25:17,0.0,1.0
2023-09-25 13:25:22,0.0,1.0
2023-09-25 13:25:27,0.0,1.0
2023-09-25 13:25:32,0.0,1.0
2023-09-25 13:25:37,0.0,1.0
2023-09-25 13:25:42,0.0,1.0
2023-09-25 13:25:47,0.0,1.0
2023-09-25 13:25:52,0.0,1.0
2023-09-25 13:25:57,0.0,1.0
2023-09-25 13:26:02,0.0,1.0
2023-09-25 13:26:07,0.0,1.0
2023-09-25 13:26:12,0.0,1.0
2023-09-25 13:26:17,0.0,1.0
2023-09-25 13:26:22,0.0,1.0
2023-09-25 13:26:27,0.0,1.0
2023-09-25 13:26:32,0.0,1.0
2023-09-25 13:26:37,0.0,1.0
2023-09-25 13:26:42,0.0,1.0
2023-09-25 13:26:47,0.0,1.0
2023-09-25 13:26:52,1.0,0.0
2023-09-25 13:26:57,1.0,0.0
2023-09-25 13:27:02,0.0,1.0
2023-09-25 13:27:07,1.0,0.0
2023-09-25 13:27:12,0.0,1.0
2023-09-25 13:27:17,0.0,1.0
2023-09-25 13:27:22,0.0,1.0
2023-09-25 13:27:27,0.0,1.0
2023-09-25 13:27:32,0.0,1.0
2023-09-25 13:27:37,0.0,1.0
2023-09-25 13:27:42,0.0,1.0
2023-09-25 13:27:47,0.0,1.0
2023-09-25 13:27:52,0.0,1.0
2023-09-25 13:27:57,1.0,0.0
2023-09-25 13:28:02,0.0,1.0
2023-09-25 13:28:07,0.0,1.0
2023-09-25 13:28:12,0.0,1.0
2023-09-25 13:28:17,1.0,0.0
2023-09-25 13:28:22,1.0,0.0
2023-09-25 13:28:27,1.0,0.0
2023-09-25 13:28:32,0.0,1.0
2023-09-25 13:28:37,0.0,1.0
2023-09-25 13:28:42,0.0,1.0
2023-09-25 13:28:47,0.0,1.0
2023-09-25 13:28:52,0.0,1.0
2023-09-25 13:28:57,0.0,1.0
2023-09-25 13:29:02,0.0,1.0
2023-09-25 13:29:07,0.0,1.0
2023-09-25 13:29:12,0.0,1.0
2023-09-25 13:29:17,0.0,1.0
2023-09-25 13:29:22,0.0,1.0
2023-09-25 13:29:27,0.0,1.0
2023-09-25 13:29:32,1.0,0.0
2023-09-25 13:29:37,0.0,1.0
2023-09-25 13:29:42,1.0,0.0
2023-09-25 13:29:47,1.0,0.0
2023-09-25 13:29:52,0.0,1.0
2023-09-25 13:29:57,1.0,0.0
2023-09-25 13:30:02,0.0,1.0
2023-09-25 13:30:07,0.0,1.0
2023-09-25 13:30:12,0.0,1.0
2023-09-25 13:30:17,0.0,1.0
2023-09-25 13:30:22,0.0,1.0
2023-09-25 13:30:27,0.0,1.0
2023-09-25 13:30:32,0.0,1.0
2023-09-25 13:30:37,0.0,1.0
2023-09-25 13:30:42,0.0,1.0
2023-09-25 13:30:47,0.0,1.0
2023-09-25 13:30:52,0.0,1.0
2023-09-25 13:30:57,0.0,1.0
2023-09-25 13:31:02,0.0,1.0
2023-09-25 13:31:07,0.0,1.0
2023-09-25 13:31:12,0.0,1.0
2023-09-25 13:31:17,0.0,1.0
2023-09-25 13:31:22,0.0,1.0
2023-09-25 13:31:27,0.0,1.0
2023-09-25 13:31:32,0.0,1.0
2023-09-25 13:31:37,0.0,1.0
2023-09-25 13:31:42,0.0,1.0
2023-09-25 13:31:47,0.0,1.0
2023-09-25 13:31:52,0.0,1.0
2023-09-25 13:31:57,0.0,1.0
2023-09-25 13:32:02,0.0,1.0
2023-09-25 13:32:07,0.0,1.0
2023-09-25 13:32:12,0.0,1.0
2023-09-25 13:32:17,0.0,1.0
2023-09-25 13:32:22,0.0,1.0
2023-09-25 13:32:27,0.0,1.0
2023-09-25 13:32:32,0.0,1.0
2023-09-25 13:32:37,0.0,1.0
2023-09-25 13:32:42,0.0,1.0
2023-09-25 13:32:47,0.0,1.0
2023-09-25 13:32:52,0.0,1.0
2023-09-25 13:32:57,0.0,1.0
2023-09-25 13:33:02,0.0,1.0
2023-09-25 13:33:07,0.0,1.0
2023-09-25 13:33:12,0.0,1.0
2023-09-25 13:33:17,0.0,0.0
2023-09-25 13:33:22,1.0,0.0
2023-09-25 13:33:27,0.0,1.0
2023-09-25 13:33:32,0.0,1.0
2023-09-25 13:33:37,0.0,1.0
2023-09-25 13:33:42,0.0,1.0
2023-09-25 13:33:47,0.0,1.0
2023-09-25 13:33:52,0.0,1.0
2023-09-25 13:33:57,0.0,1.0
2023-09-25 13:34:02,0.0,1.0
2023-09-25 13:34:07,1.0,0.0
2023-09-25 13:34:12,1.0,0.0
2023-09-25 13:34:17,0.0,1.0
2023-09-25 13:34:22,0.0,0.0
2023-09-25 13:34:27,1.0,0.0
2023-09-25 13:34:32,1.0,0.0
2023-09-25 13:34:37,1.0,0.0
2023-09-25 13:34:42,1.0,0.0
2023-09-25 13:34:47,1.0,0.0
2023-09-25 13:34:52,1.0,0.0
2023-09-25 13:34:57,1.0,0.0
2023-09-25 13:35:02,1.0,0.0
2023-09-25 13:35:07,1.0,0.0
2023-09-25 13:35:12,1.0,0.0
2023-09-25 13:35:17,1.0,0.0
2023-09-25 13:35:22,1.0,0.0
2023-09-25 13:35:27,0.0,0.0
2023-09-25 13:35:32,1.0,0.0
2023-09-25 13:35:37,1.0,0.0
2023-09-25 13:35:42,0.0,1.0
2023-09-25 13:35:47,0.0,1.0
2023-09-25 13:35:52,1.0,0.0
2023-09-25 13:35:57,0.0,1.0
2023-09-25 13:36:02,1.0,0.0
2023-09-25 13:36:07,0.0,1.0
2023-09-25 13:36:12,0.0,1.0
2023-09-25 13:36:17,0.0,1.0
2023-09-25 13:36:22,0.0,0.0
2023-09-25 13:36:27,0.0,1.0
2023-09-25 13:36:32,1.0,0.0
2023-09-25 13:36:37,0.0,1.0
2023-09-25 13:36:42,0.0,1.0
2023-09-25 13:36:47,0.0,1.0
2023-09-25 13:36:52,0.0,1.0
2023-09-25 13:36:57,0.0,0.0
2023-09-25 13:37:02,0.0,1.0
2023-09-25 13:37:07,1.0,0.0
2023-09-25 13:37:12,1.0,0.0
2023-09-25 13:37:17,0.0,1.0
2023-09-25 13:37:22,1.0,0.0
2023-09-25 13:37:27,1.0,0.0
2023-09-25 13:37:32,1.0,0.0
2023-09-25 13:37:37,1.0,0.0
2023-09-25 13:37:42,1.0,0.0
2023-09-25 13:37:47,1.0,0.0
2023-09-25 13:37:52,1.0,0.0
2023-09-25 13:37:57,1.0,0.0
2023-09-25 13:38:02,1.0,0.0
2023-09-25 13:38:07,1.0,0.0
2023-09-25 13:38:12,1.0,0.0
2023-09-25 13:38:17,1.0,0.0
2023-09-25 13:38:22,1.0,0.0
2023-09-25 13:38:27,1.0,0.0
2023-09-25 13:38:32,1.0,0.0
2023-09-25 13:38:37,1.0,0.0
2023-09-25 13:38:42,1.0,0.0
2023-09-25 13:38:47,1.0,0.0
2023-09-25 13:38:52,1.0,0.0
2023-09-25 13:38:57,1.0,0.0
2023-09-25 13:39:02,1.0,0.0
2023-09-25 13:39:07,1.0,0.0
2023-09-25 13:39:12,0.0,0.0
2023-09-25 13:39:17,1.0,0.0
2023-09-25 13:39:22,1.0,0.0
2023-09-25 13:39:27,1.0,0.0
2023-09-25 13:39:32,1.0,0.0
2023-09-25 13:39:37,1.0,0.0
2023-09-25 13:39:42,1.0,0.0
2023-09-25 13:39:47,0.0,1.0
2023-09-25 13:39:52,1.0,0.0
2023-09-25 13:39:57,1.0,0.0
2023-09-25 13:40:02,1.0,0.0
2023-09-25 13:40:07,0.0,1.0
2023-09-25 13:40:12,0.0,1.0
2023-09-25 13:40:17,0.0,0.0
2023-09-25 13:40:22,0.0,0.0
2023-09-25 13:40:27,0.0,1.0
2023-09-25 13:40:32,0.0,1.0
2023-09-25 13:40:37,0.0,1.0
2023-09-25 13:40:42,0.0,1.0
2023-09-25 13:40:47,0.0,1.0
2023-09-25 13:40:52,0.0,1.0
2023-09-25 13:40:57,0.0,1.0
2023-09-25 13:41:02,0.0,1.0
2023-09-25 13:41:07,0.0,1.0
2023-09-25 13:41:12,0.0,1.0
2023-09-25 13:41:17,0.0,1.0
2023-09-25 13:41:22,0.0,1.0
2023-09-25 13:41:27,0.0,1.0
2023-09-25 13:41:32,0.0,1.0
2023-09-25 13:41:37,0.0,1.0
2023-09-25 13:41:42,0.0,1.0
2023-09-25 13:41:47,0.0,1.0
2023-09-25 13:41:52,0.0,1.0
2023-09-25 13:41:57,0.0,0.0
2023-09-25 13:42:02,0.0,1.0
2023-09-25 13:42:07,0.0,0.0
2023-09-25 13:42:12,0.0,1.0
2023-09-25 13:42:17,0.0,1.0
2023-09-25 13:42:22,1.0,0.0
2023-09-25 13:42:27,1.0,0.0
2023-09-25 13:42:32,1.0,0.0
2023-09-25 13:42:37,1.0,0.0
2023-09-25 13:42:42,1.0,0.0
2023-09-25 13:42:47,1.0,0.0
2023-09-25 13:42:52,1.0,0.0
2023-09-25 13:42:57,1.0,0.0
2023-09-25 13:43:02,1.0,0.0
2023-09-25 13:43:07,1.0,0.0
2023-09-25 13:43:12,1.0,0.0
2023-09-25 13:43:17,1.0,0.0
2023-09-25 13:43:22,1.0,0.0
2023-09-25 13:43:27,1.0,0.0
2023-09-25 13:43:32,1.0,0.0
2023-09-25 13:43:37,1.0,0.0
2023-09-25 13:43:42,0.0,1.0
2023-09-25 13:43:47,0.0,1.0
2023-09-25 13:43:52,0.0,1.0
2023-09-25 13:43:57,1.0,0.0
2023-09-25 13:44:02,0.0,1.0
2023-09-25 13:44:07,0.0,1.0
2023-09-25 13:44:12,0.0,1.0
2023-09-25 13:44:17,0.0,1.0
2023-09-25 13:44:22,0.0,1.0
2023-09-25 13:44:27,0.0,1.0
2023-09-25 13:44:32,0.0,1.0
2023-09-25 13:44:37,0.0,1.0
2023-09-25 13:44:42,1.0,0.0
2023-09-25 13:44:47,0.0,1.0
2023-09-25 13:44:52,0.0,1.0
2023-09-25 13:44:57,0.0,1.0
2023-09-25 13:45:02,0.0,1.0
2023-09-25 13:45:07,0.0,1.0
2023-09-25 13:45:12,0.0,1.0
2023-09-25 13:45:17,0.0,1.0
2023-09-25 13:45:22,0.0,1.0
2023-09-25 13:45:27,1.0,0.0
2023-09-25 13:45:32,0.0,1.0
2023-09-25 13:45:37,1.0,0.0
2023-09-25 13:45:42,1.0,0.0
2023-09-25 13:45:47,1.0,0.0
2023-09-25 13:45:52,1.0,0.0
2023-09-25 13:45:57,1.0,0.0
2023-09-25 13:46:02,1.0,0.0
2023-09-25 13:46:07,1.0,0.0
2023-09-25 13:46:12,1.0,0.0
2023-09-25 13:46:17,0.0,1.0
2023-09-25 13:46:22,0.0,1.0
2023-09-25 13:46:27,0.0,1.0
2023-09-25 13:46:32,0.0,1.0
