timestamp,orig_framenumber,timestamp_number,flash_prediction,Gold_standard,TC_Present
2023-09-25 13:07:30.118709,25913,47250,0,0,1
2023-09-25 13:07:32.089094,25972,47252,0,0,1
2023-09-25 13:07:34.056077,26031,47254,0,0,1
2023-09-25 13:07:36.016973,26090,47256,0,0,1
2023-09-25 13:07:37.968998,26149,47257,0,0,1
2023-09-25 13:07:39.949346,26208,47259,0,0,1
2023-09-25 13:07:41.911473,26267,47261,0,0,1
2023-09-25 13:07:43.877147,26326,47263,0,0,1
2023-09-25 13:07:45.843163,26385,47265,0,0,1
2023-09-25 13:07:47.809079,26444,47267,0,0,1
2023-09-25 13:07:49.771047,26503,47269,0,0,1
2023-09-25 13:07:51.737126,26562,47271,0,0,1
2023-09-25 13:07:53.702858,26621,47273,0,0,1
2023-09-25 13:07:55.669118,26680,47275,0,0,1
2023-09-25 13:07:57.620901,26739,47277,0,0,1
2023-09-25 13:07:59.591422,26798,47279,0,0,1
2023-09-25 13:08:01.563382,26857,47281,0,0,1
2023-09-25 13:08:03.519912,26903,47283,0,0,1
2023-09-25 13:08:05.495033,26962,47285,0,0,1
2023-09-25 13:08:07.461560,27021,47287,0,0,1
2023-09-25 13:08:09.423015,27080,47289,0,0,1
2023-09-25 13:08:11.389283,27139,47291,0,0,1
2023-09-25 13:08:13.354976,27198,47293,0,0,1
2023-09-25 13:08:15.321530,27257,47295,0,0,1
2023-09-25 13:08:17.274126,27316,47297,0,0,1
2023-09-25 13:08:19.246645,27375,47299,0,0,1
2023-09-25 13:08:21.214840,27434,47301,0,0,1
2023-09-25 13:08:23.181457,27493,47303,0,0,1
2023-09-25 13:08:25.143008,27552,47305,0,0,1
2023-09-25 13:08:27.113159,27611,47307,0,0,1
2023-09-25 13:08:29.075850,27670,47309,0,0,1
2023-09-25 13:08:31.041154,27729,47311,0,0,1
2023-09-25 13:08:33.007401,27788,47313,0,0,1
2023-09-25 13:08:34.973407,27847,47314,0,0,1
2023-09-25 13:08:36.924812,27906,47316,0,0,1
2023-09-25 13:08:38.901173,27965,47318,0,0,1
2023-09-25 13:08:40.867228,28024,47320,0,0,1
2023-09-25 13:08:42.833066,28083,47322,0,0,1
2023-09-25 13:08:44.795053,28142,47324,0,0,1
2023-09-25 13:08:46.764745,28201,47326,0,0,1
2023-09-25 13:08:48.726899,28260,47328,0,0,1
2023-09-25 13:08:50.693509,28319,47330,0,0,1
2023-09-25 13:08:52.659046,28378,47332,0,0,1
2023-09-25 13:08:54.625014,28437,47334,0,0,1
2023-09-25 13:08:56.579036,28496,47336,0,0,1
2023-09-25 13:08:58.545001,28555,47338,0,0,1
2023-09-25 13:09:00.519219,28614,47340,0,0,1
2023-09-25 13:09:02.485113,28673,47342,0,0,1
2023-09-25 13:09:04.446993,28732,47344,0,0,1
2023-09-25 13:09:06.417596,28791,47346,0,0,1
2023-09-25 13:09:08.379146,28850,47348,0,0,1
2023-09-25 13:09:10.345159,28909,47350,0,0,1
2023-09-25 13:09:12.307082,28968,47352,0,0,1
2023-09-25 13:09:14.277919,29027,47354,0,0,1
2023-09-25 13:09:16.229120,29086,47356,0,0,1
2023-09-25 13:09:18.198297,29145,47358,0,0,1
2023-09-25 13:09:20.171504,29204,47360,0,0,1
2023-09-25 13:09:22.137441,29263,47362,0,0,1
2023-09-25 13:09:24.098965,29322,47364,0,0,1
2023-09-25 13:09:26.069029,29381,47366,0,0,1
2023-09-25 13:09:28.030974,29440,47368,0,0,1
2023-09-25 13:09:29.997192,29499,47369,0,0,1
2023-09-25 13:09:31.959432,29558,47371,0,0,1
2023-09-25 13:09:33.929690,29617,47373,0,0,1
2023-09-25 13:09:35.881191,29676,47375,0,0,1
2023-09-25 13:09:37.857361,29735,47377,0,0,1
2023-09-25 13:09:39.822939,29794,47379,1,0,1
2023-09-25 13:09:41.789372,29853,47381,0,0,1
2023-09-25 13:09:43.750770,29912,47383,0,0,1
2023-09-25 13:09:45.717044,29971,47385,0,0,1
2023-09-25 13:09:47.683256,30030,47387,0,0,1
2023-09-25 13:09:49.649021,30089,47389,0,0,1
2023-09-25 13:09:51.610908,30148,47391,0,0,1
2023-09-25 13:09:53.581254,30207,47393,0,0,1
2023-09-25 13:09:55.534141,30266,47395,0,0,1
2023-09-25 13:09:57.502889,30325,47397,0,0,1
2023-09-25 13:09:59.470923,30384,47399,0,0,1
2023-09-25 13:10:01.441670,30443,47401,0,0,1
2023-09-25 13:10:03.402892,30502,47403,0,0,1
2023-09-25 13:10:05.368978,30561,47405,0,0,1
2023-09-25 13:10:07.336991,30620,47407,0,0,1
2023-09-25 13:10:09.301805,30679,47409,0,0,1
2023-09-25 13:10:11.263008,30738,47411,0,0,1
2023-09-25 13:10:13.233960,30797,47413,0,0,1
2023-09-25 13:10:15.184859,30856,47415,0,0,1
2023-09-25 13:10:17.161733,30915,47417,0,0,1
2023-09-25 13:10:19.123092,30974,47419,0,0,1
2023-09-25 13:10:21.092994,31033,47421,0,0,1
2023-09-25 13:10:23.055581,31092,47423,0,0,1
2023-09-25 13:10:25.021230,31151,47425,0,0,1
2023-09-25 13:10:26.987003,31210,47426,0,0,1
2023-09-25 13:10:28.953659,31269,47428,0,0,1
2023-09-25 13:10:30.914896,31328,47430,0,0,1
2023-09-25 13:10:32.881056,31387,47432,0,0,1
2023-09-25 13:10:34.838038,31446,47434,0,0,1
2023-09-25 13:10:36.804152,31505,47436,0,0,1
2023-09-25 13:10:38.775439,31564,47438,0,0,1
2023-09-25 13:10:40.744835,31623,47440,0,0,1
2023-09-25 13:10:42.706959,31682,47442,0,0,1
2023-09-25 13:10:44.673098,31741,47444,0,0,1
2023-09-25 13:10:46.634968,31800,47446,0,0,1
2023-09-25 13:10:48.605559,31859,47448,0,0,1
2023-09-25 13:10:50.567151,31918,47450,0,0,1
2023-09-25 13:10:52.532984,31977,47452,0,0,1
2023-09-25 13:10:54.490054,32036,47454,0,0,1
2023-09-25 13:10:56.455859,32095,47456,0,0,1
2023-09-25 13:10:58.427066,32154,47458,0,0,1
2023-09-25 13:11:00.392751,32213,47460,0,0,1
2023-09-25 13:11:02.359102,32272,47462,0,0,1
2023-09-25 13:11:04.324970,32331,47464,0,0,1
2023-09-25 13:11:06.287708,32390,47466,0,0,1
2023-09-25 13:11:08.256919,32449,47468,0,0,1
2023-09-25 13:11:10.218909,32508,47470,0,0,1
2023-09-25 13:11:12.185476,32567,47472,0,0,1
2023-09-25 13:11:14.136979,32626,47474,0,0,1
2023-09-25 13:11:16.117248,32685,47476,0,0,1
2023-09-25 13:11:18.079077,32744,47478,0,0,1
2023-09-25 13:11:20.045034,32803,47480,0,0,1
2023-09-25 13:11:22.011280,32862,47482,0,0,1
2023-09-25 13:11:23.978039,32921,47483,0,0,1
2023-09-25 13:11:25.938787,32980,47485,0,0,1
2023-09-25 13:11:27.908678,33039,47487,0,0,1
2023-09-25 13:11:29.871537,33098,47489,0,0,1
2023-09-25 13:11:31.837175,33157,47491,0,0,1
2023-09-25 13:11:33.792913,33216,47493,0,0,1
2023-09-25 13:11:35.768746,33275,47495,0,0,1
2023-09-25 13:11:37.730993,33334,47497,0,0,1
2023-09-25 13:11:39.697344,33393,47499,0,0,1
2023-09-25 13:11:41.662868,33452,47501,0,0,1
2023-09-25 13:11:43.628875,33511,47503,0,0,1
2023-09-25 13:11:45.590963,33570,47505,0,0,1
2023-09-25 13:11:47.556948,33629,47507,0,0,1
2023-09-25 13:11:49.522752,33688,47509,0,0,1
2023-09-25 13:11:51.494267,33747,47511,0,0,1
2023-09-25 13:11:53.441254,33806,47513,0,0,1
2023-09-25 13:11:55.410883,33865,47515,0,0,1
2023-09-25 13:11:57.383145,33924,47517,0,0,1
2023-09-25 13:11:59.349686,33983,47519,0,0,1
2023-09-25 13:12:01.315101,34042,47521,0,0,1
2023-09-25 13:12:03.281843,34101,47523,0,0,1
2023-09-25 13:12:05.242963,34160,47525,0,0,1
2023-09-25 13:12:07.208886,34219,47527,0,0,1
2023-09-25 13:12:09.175552,34278,47529,0,0,1
2023-09-25 13:12:11.140918,34337,47531,0,0,1
2023-09-25 13:12:13.093020,34396,47533,0,0,1
2023-09-25 13:12:15.073239,34455,47535,0,0,1
2023-09-25 13:12:17.034929,34514,47537,0,0,1
2023-09-25 13:12:19.000966,34573,47539,0,0,1
2023-09-25 13:12:20.963055,34632,47540,0,0,1
2023-09-25 13:12:22.932895,34691,47542,0,0,1
2023-09-25 13:12:24.895212,34750,47544,0,0,1
2023-09-25 13:12:26.866349,34809,47546,0,0,1
2023-09-25 13:12:28.827076,34868,47548,1,0,1
2023-09-25 13:12:30.792930,34927,47550,0,0,1
2023-09-25 13:12:32.745220,34986,47552,0,0,1
2023-09-25 13:12:34.711696,35045,47554,0,0,1
2023-09-25 13:12:36.687070,35104,47556,0,0,1
2023-09-25 13:12:38.653121,35163,47558,0,0,1
2023-09-25 13:12:40.615085,35222,47560,0,0,1
2023-09-25 13:12:42.585036,35281,47562,0,0,1
2023-09-25 13:12:44.547312,35340,47564,0,0,1
2023-09-25 13:12:46.513088,35399,47566,0,0,1
2023-09-25 13:12:48.479003,35458,47568,0,0,1
2023-09-25 13:12:50.445056,35517,47570,0,0,1
2023-09-25 13:12:52.397663,35576,47572,0,0,1
2023-09-25 13:12:54.363208,35635,47574,0,0,1
2023-09-25 13:12:56.339119,35694,47576,0,0,1
2023-09-25 13:12:58.305234,35753,47578,0,0,1
2023-09-25 13:13:00.269350,35812,47580,0,0,1
2023-09-25 13:13:02.237121,35871,47582,0,0,1
2023-09-25 13:13:04.199103,35930,47584,0,0,1
2023-09-25 13:13:06.165627,35989,47586,0,0,1
2023-09-25 13:13:08.126995,36048,47588,0,0,1
2023-09-25 13:13:10.097063,36107,47590,0,0,1
2023-09-25 13:13:12.049207,36166,47592,0,0,1
2023-09-25 13:13:14.025067,36225,47594,0,0,1
2023-09-25 13:13:15.991564,36284,47595,0,0,1
2023-09-25 13:13:17.957630,36343,47597,0,0,1
2023-09-25 13:13:19.919023,36402,47599,0,0,1
2023-09-25 13:13:21.889022,36461,47601,0,0,1
2023-09-25 13:13:23.850994,36520,47603,0,0,1
2023-09-25 13:13:25.817339,36579,47605,0,0,1
2023-09-25 13:13:27.779259,36638,47607,0,0,1
2023-09-25 13:13:29.748647,36697,47609,0,0,1
2023-09-25 13:13:31.701083,36756,47611,0,0,1
2023-09-25 13:13:33.669498,36815,47613,0,5,1
2023-09-25 13:13:35.643017,36874,47615,0,5,1
2023-09-25 13:13:37.609835,36933,47617,0,5,1
2023-09-25 13:13:39.571018,36992,47619,0,0,1
2023-09-25 13:13:41.536929,37051,47621,0,0,1
2023-09-25 13:13:43.503028,37110,47623,0,0,1
2023-09-25 13:13:45.469332,37169,47625,0,0,1
2023-09-25 13:13:47.432120,37228,47627,0,0,1
2023-09-25 13:13:49.401191,37287,47629,0,0,1
2023-09-25 13:13:51.353090,37346,47631,0,0,1
2023-09-25 13:13:53.330064,37405,47633,0,0,1
2023-09-25 13:13:55.291212,37464,47635,0,0,1
2023-09-25 13:13:57.262379,37523,47637,0,0,1
2023-09-25 13:13:59.223057,37582,47639,0,0,1
2023-09-25 13:14:01.188910,37641,47641,0,0,1
2023-09-25 13:14:03.155600,37700,47643,0,0,1
2023-09-25 13:14:05.121000,37759,47645,0,0,1
2023-09-25 13:14:07.083103,37818,47647,0,0,1
2023-09-25 13:14:09.054421,37877,47649,0,0,1
2023-09-25 13:14:11.005797,37936,47651,0,0,1
2023-09-25 13:14:12.982533,37995,47652,0,0,1
2023-09-25 13:14:14.943160,38054,47654,0,0,1
2023-09-25 13:14:16.912971,38113,47656,0,0,1
2023-09-25 13:14:18.874866,38172,47658,0,0,1
2023-09-25 13:14:20.840994,38231,47660,0,0,1
2023-09-25 13:14:22.807244,38290,47662,0,0,1
2023-09-25 13:14:24.772833,38349,47664,0,0,1
2023-09-25 13:14:26.734869,38408,47666,0,0,1
2023-09-25 13:14:28.701577,38467,47668,0,0,1
2023-09-25 13:14:30.657871,38526,47670,0,0,1
2023-09-25 13:14:32.633714,38585,47672,0,0,1
2023-09-25 13:14:34.595197,38644,47674,0,0,1
2023-09-25 13:14:36.565564,38703,47676,0,0,1
2023-09-25 13:14:38.527023,38762,47678,0,0,1
2023-09-25 13:14:40.492872,38821,47680,0,0,1
2023-09-25 13:14:42.455027,38880,47682,0,0,1
2023-09-25 13:14:44.430075,38939,47684,0,0,1
2023-09-25 13:14:46.387549,38998,47686,0,0,1
2023-09-25 13:14:48.352790,39057,47688,0,0,1
2023-09-25 13:14:50.308982,39116,47690,0,0,1
2023-09-25 13:14:52.276433,39175,47692,0,0,1
2023-09-25 13:14:54.247566,39234,47694,0,0,1
2023-09-25 13:14:56.217427,39293,47696,0,0,1
2023-09-25 13:14:58.179079,39352,47698,0,0,1
2023-09-25 13:15:00.147004,39411,47700,0,0,1
2023-09-25 13:15:02.106996,39470,47702,0,0,1
2023-09-25 13:15:04.076781,39529,47704,0,0,1
2023-09-25 13:15:06.039062,39588,47706,0,0,1
2023-09-25 13:15:08.004983,39647,47708,0,0,1
2023-09-25 13:15:09.961014,39706,47709,0,0,1
2023-09-25 13:15:11.937509,39765,47711,0,0,1
2023-09-25 13:15:13.899238,39824,47713,0,0,1
2023-09-25 13:15:15.865025,39883,47715,0,0,1
2023-09-25 13:15:17.830994,39942,47717,0,0,1
2023-09-25 13:15:19.796944,40001,47719,0,0,1
2023-09-25 13:15:21.758898,40060,47721,0,0,1
2023-09-25 13:15:23.728953,40119,47723,0,0,1
2023-09-25 13:15:25.691165,40178,47725,0,0,1
2023-09-25 13:15:27.657032,40237,47727,0,0,1
2023-09-25 13:15:29.609095,40296,47729,0,0,1
2023-09-25 13:15:31.589254,40355,47731,0,0,1
2023-09-25 13:15:33.551015,40414,47733,0,0,1
2023-09-25 13:15:35.519498,40473,47735,0,0,1
2023-09-25 13:15:37.482667,40532,47737,0,0,1
2023-09-25 13:15:39.448858,40591,47739,1,0,1
2023-09-25 13:15:41.411125,40650,47741,0,0,1
2023-09-25 13:15:43.376983,40709,47743,0,0,1
2023-09-25 13:15:45.342971,40768,47745,0,0,1
2023-09-25 13:15:47.308860,40827,47747,0,0,1
2023-09-25 13:15:49.261373,40886,47749,0,0,1
2023-09-25 13:15:51.240862,40945,47751,0,0,1
2023-09-25 13:15:53.203580,41004,47753,0,0,1
2023-09-25 13:15:55.168925,41063,47755,0,0,1
2023-09-25 13:15:57.134963,41122,47757,0,0,1
2023-09-25 13:15:59.100905,41181,47759,0,0,1
2023-09-25 13:16:01.063315,41240,47761,0,0,1
2023-09-25 13:16:03.029033,41299,47763,0,0,1
2023-09-25 13:16:04.994981,41358,47764,0,0,1
2023-09-25 13:16:06.961558,41417,47766,0,0,1
2023-09-25 13:16:08.912680,41476,47768,0,0,1
2023-09-25 13:16:10.893996,41535,47770,0,0,1
2023-09-25 13:16:12.854883,41594,47772,0,0,1
2023-09-25 13:16:14.822568,41653,47774,0,0,1
2023-09-25 13:16:16.783006,41712,47776,0,0,1
2023-09-25 13:16:18.753112,41771,47778,0,0,1
2023-09-25 13:16:20.746849,41830,47780,0,0,1
2023-09-25 13:16:22.717133,41889,47782,0,0,1
2023-09-25 13:16:24.679126,41948,47784,0,0,1
2023-09-25 13:16:26.644970,42007,47786,0,0,1
2023-09-25 13:16:28.601105,42066,47788,0,0,1
2023-09-25 13:16:30.567146,42125,47790,0,0,1
2023-09-25 13:16:32.539249,42184,47792,0,0,1
2023-09-25 13:16:34.505052,42243,47794,0,0,1
2023-09-25 13:16:36.471189,42302,47796,0,0,1
2023-09-25 13:16:38.437154,42361,47798,0,0,1
2023-09-25 13:16:40.399520,42420,47800,0,0,1
2023-09-25 13:16:42.369026,42479,47802,0,0,1
2023-09-25 13:16:44.331269,42538,47804,0,0,1
2023-09-25 13:16:46.296814,42597,47806,0,0,1
2023-09-25 13:16:48.249064,42656,47808,0,0,1
2023-09-25 13:16:50.229202,42715,47810,0,0,1
2023-09-25 13:16:52.191218,42774,47812,0,0,1
2023-09-25 13:16:54.157702,42833,47814,0,0,1
2023-09-25 13:16:56.123463,42892,47816,0,0,1
2023-09-25 13:16:58.091194,42951,47818,0,0,1
2023-09-25 13:17:00.051276,43010,47820,0,0,1
2023-09-25 13:17:02.021074,43069,47822,0,0,1
2023-09-25 13:17:03.983122,43128,47823,0,0,1
2023-09-25 13:17:05.948768,43187,47825,0,0,1
2023-09-25 13:17:07.903150,43246,47827,0,0,1
2023-09-25 13:17:09.880863,43305,47829,0,0,1
2023-09-25 13:17:11.845310,43364,47831,0,0,1
2023-09-25 13:17:13.809042,43423,47833,0,0,1
2023-09-25 13:17:15.775101,43482,47835,0,0,1
2023-09-25 13:17:17.742026,43541,47837,0,0,1
2023-09-25 13:17:19.703686,43600,47839,0,0,1
2023-09-25 13:17:21.673419,43659,47841,0,0,1
2023-09-25 13:17:23.634723,43718,47843,0,0,1
2023-09-25 13:17:25.601113,43777,47845,0,0,1
2023-09-25 13:17:27.554754,43836,47847,0,0,1
2023-09-25 13:17:29.525287,43895,47849,0,0,1
2023-09-25 13:17:31.495561,43954,47851,0,0,1
2023-09-25 13:17:33.460875,44013,47853,0,0,1
2023-09-25 13:17:35.423258,44072,47855,1,0,1
2023-09-25 13:17:37.392828,44131,47857,0,0,1
2023-09-25 13:17:39.355221,44190,47859,1,1,1
2023-09-25 13:17:41.334322,44247,47861,1,1,1
2023-09-25 13:17:43.404049,44286,47863,1,0,1
2023-09-25 13:17:45.401754,44316,47865,0,0,1
2023-09-25 13:17:47.389535,44346,47867,0,0,1
2023-09-25 13:17:49.388170,44376,47869,0,0,1
2023-09-25 13:17:51.389113,44406,47871,1,0,1
2023-09-25 13:17:53.385847,44436,47873,0,0,1
2023-09-25 13:17:55.384281,44466,47875,0,0,1
2023-09-25 13:17:57.382466,44496,47877,0,0,1
2023-09-25 13:17:59.376044,44526,47879,0,0,1
2023-09-25 13:18:01.376377,44556,47881,0,0,1
2023-09-25 13:18:03.367940,44586,47883,0,0,1
2023-09-25 13:18:05.365763,44616,47885,0,0,1
2023-09-25 13:18:07.354433,44646,47887,0,0,1
2023-09-25 13:18:09.347735,44676,47889,0,0,1
2023-09-25 13:18:11.352590,44706,47891,0,0,1
2023-09-25 13:18:13.350128,44736,47893,0,0,1
2023-09-25 13:18:15.348125,44766,47895,0,0,1
2023-09-25 13:18:17.345761,44796,47897,0,0,1
2023-09-25 13:18:19.345587,44826,47899,0,0,1
2023-09-25 13:18:21.337916,44856,47901,0,0,1
2023-09-25 13:18:23.332263,44886,47903,0,0,1
2023-09-25 13:18:25.329786,44916,47905,0,0,1
2023-09-25 13:18:27.317416,44946,47907,0,0,1
2023-09-25 13:18:29.313161,44976,47909,0,0,1
2023-09-25 13:18:31.316078,45006,47911,0,0,1
2023-09-25 13:18:33.313637,45036,47913,0,0,1
2023-09-25 13:18:35.307999,45066,47915,0,0,1
2023-09-25 13:18:37.310250,45096,47917,0,0,1
2023-09-25 13:18:39.305006,45126,47919,0,0,1
2023-09-25 13:18:41.302185,45156,47921,0,0,1
2023-09-25 13:18:43.296366,45186,47923,0,0,1
2023-09-25 13:18:45.294167,45216,47925,0,0,1
2023-09-25 13:18:47.282157,45246,47927,0,0,1
2023-09-25 13:18:49.276556,45276,47929,0,0,1
2023-09-25 13:18:51.280053,45306,47931,0,0,1
2023-09-25 13:18:53.278047,45336,47933,0,0,1
2023-09-25 13:18:55.271948,45366,47935,0,0,1
2023-09-25 13:18:57.274266,45396,47937,0,0,1
2023-09-25 13:18:59.269352,45426,47939,0,0,1
2023-09-25 13:19:01.265835,45456,47941,0,0,1
2023-09-25 13:19:03.260081,45486,47943,0,0,1
2023-09-25 13:19:05.257864,45516,47945,0,0,1
2023-09-25 13:19:07.245263,45546,47947,0,0,1
2023-09-25 13:19:09.243001,45576,47949,0,0,1
2023-09-25 13:19:11.243892,45606,47951,0,0,1
2023-09-25 13:19:13.241914,45636,47953,0,0,1
2023-09-25 13:19:15.236266,45666,47955,0,0,1
2023-09-25 13:19:17.238394,45696,47957,0,0,1
2023-09-25 13:19:19.231783,45726,47959,0,0,1
2023-09-25 13:19:21.230121,45756,47961,0,0,1
2023-09-25 13:19:23.223774,45786,47963,0,0,1
2023-09-25 13:19:25.222092,45816,47965,0,0,1
2023-09-25 13:19:27.210506,45846,47967,0,0,1
2023-09-25 13:19:29.204724,45876,47969,0,0,1
2023-09-25 13:19:31.208748,45906,47971,0,0,1
2023-09-25 13:19:33.206064,45936,47973,0,0,1
2023-09-25 13:19:35.200121,45966,47975,0,0,1
2023-09-25 13:19:37.197699,45996,47977,0,0,1
2023-09-25 13:19:39.196104,46026,47979,0,0,1
2023-09-25 13:19:41.193990,46056,47981,0,0,1
2023-09-25 13:19:43.187917,46086,47983,1,0,1
2023-09-25 13:19:45.186322,46116,47985,0,0,1
2023-09-25 13:19:47.174723,46146,47987,0,0,1
2023-09-25 13:19:49.171614,46176,47989,0,0,1
2023-09-25 13:19:51.172203,46206,47991,0,0,1
2023-09-25 13:19:53.170642,46236,47993,0,0,1
2023-09-25 13:19:55.164254,46266,47995,0,0,1
2023-09-25 13:19:57.162426,46296,47997,0,0,1
2023-09-25 13:19:59.160356,46326,47999,0,0,1
2023-09-25 13:20:01.158022,46356,48001,0,0,1
2023-09-25 13:20:03.152337,46386,48003,0,0,1
2023-09-25 13:20:05.149996,46416,48005,0,0,1
2023-09-25 13:20:07.137762,46446,48007,0,0,1
2023-09-25 13:20:09.132823,46476,48009,0,0,1
2023-09-25 13:20:11.136051,46506,48011,1,0,1
2023-09-25 13:20:13.135062,46536,48013,0,0,1
2023-09-25 13:20:15.128073,46566,48015,0,0,1
2023-09-25 13:20:17.126230,46596,48017,0,0,1
2023-09-25 13:20:19.124601,46626,48019,0,0,1
2023-09-25 13:20:21.121914,46656,48021,0,0,1
2023-09-25 13:20:23.115856,46686,48023,0,0,1
2023-09-25 13:20:25.113882,46716,48025,0,0,1
2023-09-25 13:20:27.103188,46746,48027,0,0,1
2023-09-25 13:20:29.096518,46776,48029,0,0,1
2023-09-25 13:20:31.100130,46806,48031,0,0,1
2023-09-25 13:20:33.098205,46836,48033,0,0,1
2023-09-25 13:20:35.092366,46866,48035,0,0,1
2023-09-25 13:20:37.090225,46896,48037,0,0,1
2023-09-25 13:20:39.087860,46926,48039,0,0,1
2023-09-25 13:20:41.085689,46956,48041,0,0,1
2023-09-25 13:20:43.080371,46986,48043,0,0,1
2023-09-25 13:20:45.077933,47016,48045,0,0,1
2023-09-25 13:20:47.067287,47046,48047,0,0,1
2023-09-25 13:20:49.060760,47076,48049,0,0,1
2023-09-25 13:20:51.064607,47106,48051,0,0,1
2023-09-25 13:20:53.061791,47136,48053,0,0,1
2023-09-25 13:20:55.056322,47166,48055,0,0,1
2023-09-25 13:20:57.054275,47196,48057,0,0,1
2023-09-25 13:20:59.048139,47226,48059,0,0,1
2023-09-25 13:21:01.050561,47256,48061,0,0,1
2023-09-25 13:21:03.043672,47286,48063,0,0,1
2023-09-25 13:21:05.041847,47316,48065,0,0,1
2023-09-25 13:21:07.029116,47346,48067,0,0,1
2023-09-25 13:21:09.026292,47376,48069,0,0,1
2023-09-25 13:21:11.028915,47406,48071,0,0,1
2023-09-25 13:21:13.025802,47436,48073,0,0,1
2023-09-25 13:21:15.019831,47466,48075,0,0,1
2023-09-25 13:21:17.017686,47496,48077,1,0,1
2023-09-25 13:21:19.012229,47526,48079,0,0,1
2023-09-25 13:21:21.013821,47556,48081,0,0,1
2023-09-25 13:21:23.008928,47586,48083,0,0,1
2023-09-25 13:21:25.006269,47616,48085,0,0,1
2023-09-25 13:21:26.994352,47646,48086,0,0,1
2023-09-25 13:21:28.988513,47676,48088,0,0,1
2023-09-25 13:21:30.991891,47706,48090,0,0,1
2023-09-25 13:21:32.990649,47736,48092,0,0,1
2023-09-25 13:21:34.984168,47766,48094,0,0,1
2023-09-25 13:21:36.982351,47796,48096,0,0,1
2023-09-25 13:21:38.975975,47826,48098,0,0,1
2023-09-25 13:21:40.977883,47856,48100,0,0,1
2023-09-25 13:21:42.972127,47886,48102,0,0,1
2023-09-25 13:21:44.969884,47916,48104,0,0,1
2023-09-25 13:21:46.958627,47946,48106,0,0,1
2023-09-25 13:21:48.957864,47976,48108,0,0,1
2023-09-25 13:21:50.955971,48006,48110,0,0,1
2023-09-25 13:21:52.953768,48036,48112,0,0,1
2023-09-25 13:21:54.948120,48066,48114,1,0,1
2023-09-25 13:21:56.945708,48096,48116,0,0,1
2023-09-25 13:21:58.939930,48126,48118,0,0,1
2023-09-25 13:22:00.942230,48156,48120,0,0,1
2023-09-25 13:22:02.935671,48186,48122,0,0,1
2023-09-25 13:22:04.933915,48216,48124,0,0,1
2023-09-25 13:22:06.921858,48246,48126,0,0,1
2023-09-25 13:22:08.915691,48276,48128,0,0,1
2023-09-25 13:22:10.919816,48306,48130,0,0,1
2023-09-25 13:22:12.917815,48336,48132,1,0,1
2023-09-25 13:22:14.912618,48366,48134,1,0,1
2023-09-25 13:22:16.909841,48396,48136,0,0,1
2023-09-25 13:22:18.903707,48426,48138,0,0,1
2023-09-25 13:22:20.905773,48456,48140,0,0,1
2023-09-25 13:22:22.900306,48486,48142,0,0,1
2023-09-25 13:22:24.898247,48516,48144,0,0,1
2023-09-25 13:22:26.885843,48546,48146,0,0,1
2023-09-25 13:22:28.885034,48576,48148,0,0,1
2023-09-25 13:22:30.884160,48606,48150,0,0,1
2023-09-25 13:22:32.882176,48636,48152,0,0,1
2023-09-25 13:22:34.876046,48666,48154,0,0,1
2023-09-25 13:22:36.874169,48696,48156,0,0,1
2023-09-25 13:22:38.867768,48726,48158,0,0,1
2023-09-25 13:22:40.865811,48756,48160,0,0,1
2023-09-25 13:22:42.864212,48786,48162,0,0,1
2023-09-25 13:22:44.861867,48816,48164,0,0,1
2023-09-25 13:22:46.850952,48846,48166,0,0,1
2023-09-25 13:22:48.847866,48876,48168,0,0,1
2023-09-25 13:22:50.848642,48906,48170,0,0,1
2023-09-25 13:22:52.846292,48936,48172,0,0,1
2023-09-25 13:22:54.840144,48966,48174,0,0,1
2023-09-25 13:22:56.837944,48996,48176,0,0,1
2023-09-25 13:22:58.832153,49026,48178,0,0,1
2023-09-25 13:23:00.829854,49056,48180,0,0,1
2023-09-25 13:23:02.827803,49086,48182,0,0,1
2023-09-25 13:23:04.825922,49116,48184,0,0,1
2023-09-25 13:23:06.813704,49146,48186,0,0,1
2023-09-25 13:23:08.811225,49176,48188,0,0,1
2023-09-25 13:23:10.812122,49206,48190,0,0,1
2023-09-25 13:23:12.809821,49236,48192,0,0,1
2023-09-25 13:23:14.803753,49266,48194,0,0,1
2023-09-25 13:23:16.801701,49296,48196,1,0,1
2023-09-25 13:23:18.796440,49326,48198,0,0,1
2023-09-25 13:23:20.793525,49356,48200,0,0,1
2023-09-25 13:23:22.791765,49386,48202,0,0,1
2023-09-25 13:23:24.789914,49416,48204,0,0,1
2023-09-25 13:23:26.777466,49446,48206,0,0,1
2023-09-25 13:23:28.776095,49476,48208,0,0,1
2023-09-25 13:23:30.775886,49506,48210,0,0,1
2023-09-25 13:23:32.773780,49536,48212,0,0,1
2023-09-25 13:23:34.767794,49566,48214,0,0,1
2023-09-25 13:23:36.765989,49596,48216,0,0,1
2023-09-25 13:23:38.759903,49626,48218,0,0,1
2023-09-25 13:23:40.758089,49656,48220,0,0,1
2023-09-25 13:23:42.752152,49686,48222,0,0,1
2023-09-25 13:23:44.753967,49716,48224,0,0,1
2023-09-25 13:23:46.741820,49746,48226,0,0,1
2023-09-25 13:23:48.743301,49776,48228,0,0,1
2023-09-25 13:23:50.739963,49806,48230,0,0,1
2023-09-25 13:23:52.737866,49836,48232,0,0,1
